alert_id,timestamp,incident_priority,alert_type,cve_score,ip_reputation_score,login_attempts,cpu_usage_percent,memory_usage_percent,payload_size,source_ip,user_role,system_context,geolocation
ALERT_0000834,2023-01-31 16:30:17.627439,Low,Phishing,0.9,65.3,1.0,24.6,51.8,0.0,11.159.51.0,Developer,API Gateway,San Marino
ALERT_0002226,2023-03-20 15:07:43.113923,Medium,,,58.9,8.0,27.1,100.0,786.0,,Developer,Database,Angola
ALERT_0005850,2023-07-18 11:15:56.244065,Low,,1.1,61.9,1.0,39.5,58.6,1004.0,,Finance,Web Server,Israel
ALERT_0000550,2023-01-20 17:36:32.475186,Low,,3.3,15.5,1.0,53.6,21.3,3192.0,,Finance,API Gateway,Belgium
ALERT_0001021,2023-02-07 04:19:50.360229,Low,Phishing,1.5,79.7,,28.4,44.1,1111.0,,Contractor,Endpoint,Morocco
ALERT_0000249,2023-01-09 16:01:53.792064,Medium,,6.9,40.1,8.0,54.0,46.0,1027.0,,,Web Server,Andorra
ALERT_0002265,2023-03-21 15:27:18.055804,Medium,Phishing,3.4,75.0,1.0,98.9,53.9,,,,Cloud Instance,Northern Mariana Islands
ALERT_0003708,2023-05-10 05:26:16.324130,Low,,,68.5,1.0,,56.1,500.0,214.26.172.123,Finance,Database,Bolivia
ALERT_0000297,2023-01-11 16:37:22.562654,Low,Malware,,63.1,2.0,0.0,80.0,0.0,,Support,Web Server,
ALERT_0002664,2023-04-04 09:07:17.932504,Low,Brute Force,,66.8,1.0,39.4,65.3,1854.0,23.188.252.102,Contractor,Endpoint,Guinea
ALERT_0003001,2023-04-15 19:29:38.988925,Low,Data Exfiltration,1.4,54.8,3.0,40.6,18.5,2367.0,,Finance,API Gateway,Northern Mariana Islands
ALERT_0006339,2023-08-04 12:17:15.570508,Low,Phishing,1.0,20.8,3.0,17.1,21.7,639.0,123.68.97.227,Support,Cloud Instance,China
ALERT_0002319,2023-03-23 06:41:08.276605,Low,,,72.2,1.0,68.9,78.8,787.0,,Developer,Database,Egypt
ALERT_0007322,2023-09-07 16:56:23.994748,Low,Malware,4.2,69.3,1.0,48.2,54.2,,208.40.46.140,Developer,Web Server,Qatar
ALERT_0000101,2023-01-04 04:37:13.994460,Low,,,68.5,,69.9,66.6,698.0,,Support,Endpoint,Bahrain
ALERT_0004630,2023-06-08 15:23:37.626804,Low,,,86.1,1.0,5.4,57.7,,,Support,Database,China
ALERT_0004774,2023-06-13 12:24:34.255293,Medium,,5.4,29.8,6.0,36.1,,805.0,,Support,Endpoint,Netherlands
ALERT_0003839,2023-05-14 07:35:12.395561,Low,,1.0,63.1,1.0,40.6,,1793.0,175.120.10.159,Support,Web Server,Syrian Arab Republic
ALERT_0002859,2023-04-10 16:34:34.392361,Low,,,73.5,3.0,36.4,42.2,0.0,,Finance,Database,Palestinian Territory
ALERT_0002292,2023-03-22 12:11:42.466468,Low,Phishing,1.7,41.4,1.0,41.8,44.2,,98.67.237.162,Developer,API Gateway,Poland
ALERT_0000533,2023-01-20 01:43:41.386417,Medium,Malware,5.8,84.8,8.0,32.2,71.4,415.0,,Developer,Web Server,Macao
ALERT_0004694,2023-06-10 17:34:25.109898,Critical,Brute Force,9.2,89.5,33.0,99.4,87.4,6.0,,Contractor,Cloud Instance,Kenya
ALERT_0005050,2023-06-22 05:58:25.037351,Low,Malware,0.0,54.2,1.0,46.9,64.4,446.0,53.90.150.250,,Web Server,Saint Helena
ALERT_0003371,2023-04-29 19:47:17.525027,Medium,,2.0,55.4,6.0,41.5,46.6,,89.30.58.109,Finance,Cloud Instance,Saint Kitts and Nevis
ALERT_0001371,2023-02-18 13:23:05.817561,Low,Malware,0.2,75.0,1.0,,41.6,,,,Database,Fiji
ALERT_0006627,2023-08-14 05:11:35.237966,Low,Brute Force,5.9,76.6,3.0,36.9,22.7,4903.0,,Developer,Web Server,Switzerland
ALERT_0000347,2023-01-13 02:46:06.195950,Low,Malware,0.0,63.0,1.0,63.1,53.0,2103.0,5.101.91.232,Support,Web Server,
ALERT_0007619,2023-09-17 15:58:06.924774,Low,Data Exfiltration,1.5,28.3,1.0,44.8,11.8,0.0,,Contractor,Web Server,Northern Mariana Islands
ALERT_0003873,2023-05-15 14:08:57.931580,Low,Malware,0.3,30.3,2.0,32.1,49.8,,180.54.168.218,,Cloud Instance,Afghanistan
ALERT_0003857,2023-05-14 23:49:33.475562,Low,Malware,0.8,47.3,2.0,23.3,52.4,,,Developer,,Lebanon
ALERT_0006263,2023-08-01 22:03:17.580863,Low,Data Exfiltration,0.4,47.7,5.0,38.9,69.9,,,Support,Web Server,Burundi
ALERT_0000682,2023-01-25 15:59:17.272605,Low,,3.2,73.3,1.0,23.1,,1481.0,181.251.136.179,Finance,Database,South Africa
ALERT_0006824,2023-08-20 23:50:37.419203,Low,Malware,0.9,55.6,1.0,59.5,54.7,262.0,207.24.185.65,Support,Endpoint,Denmark
ALERT_0003359,2023-04-29 01:17:08.871579,Low,Malware,0.9,37.9,4.0,40.2,10.9,1845.0,137.194.167.45,Developer,Database,Turkmenistan
ALERT_0007606,2023-09-17 08:15:30.076447,Low,,0.8,73.6,1.0,32.4,,249.0,,Contractor,Web Server,Bermuda
ALERT_0006396,2023-08-06 07:41:59.357451,Low,,0.9,75.0,,32.8,43.0,,22.21.209.210,Admin,Database,Dominican Republic
ALERT_0006487,2023-08-09 02:44:40.708163,Low,,1.3,79.7,,33.0,31.8,548.0,,Contractor,Web Server,Honduras
ALERT_0001567,2023-02-25 14:08:41.185146,Low,Brute Force,1.5,84.0,1.0,26.2,32.9,1203.0,,Contractor,Web Server,
ALERT_0004223,2023-05-26 22:46:43.620944,Medium,,5.0,35.5,12.0,44.9,100.0,2379.0,202.76.233.16,,Endpoint,
ALERT_0006692,2023-08-16 10:41:22.947543,Low,,0.0,83.0,,,60.8,2810.0,21.111.131.253,,API Gateway,Jersey
ALERT_0005373,2023-07-03 08:46:51.138272,Low,Brute Force,3.4,50.2,1.0,66.9,60.3,449.0,30.47.161.179,,Web Server,Liberia
ALERT_0006677,2023-08-15 18:51:16.964682,Low,Phishing,1.9,55.9,1.0,40.9,52.1,1675.0,4.86.168.52,Finance,Web Server,Peru
ALERT_0005065,2023-06-22 13:01:18.185635,High,,8.7,20.2,23.0,89.4,96.8,8332.0,82.218.227.137,Finance,Endpoint,Marshall Islands
ALERT_0006628,2023-08-14 05:29:04.082367,Low,,1.1,66.7,1.0,74.9,63.7,316.0,41.39.36.130,Finance,Web Server,Singapore
ALERT_0001182,2023-02-12 02:04:10.390976,Low,Malware,0.3,65.5,1.0,53.2,50.0,,22.198.123.174,Developer,API Gateway,Faroe Islands
ALERT_0001376,2023-02-18 18:46:52.755134,Medium,Malware,3.8,60.7,3.0,27.7,92.8,1152.0,33.51.146.248,Finance,API Gateway,Moldova
ALERT_0007486,2023-09-13 08:51:45.286936,Low,Brute Force,,55.0,3.0,57.5,42.9,0.0,,Support,Web Server,Saint Vincent and the Grenadines
ALERT_0001545,2023-02-24 16:18:01.847515,Low,Phishing,2.7,93.1,1.0,34.0,35.0,1527.0,220.233.99.19,Developer,Web Server,Northern Mariana Islands
ALERT_0001993,2023-03-13 14:42:21.064830,Low,Malware,1.2,36.0,1.0,40.8,5.6,462.0,,Admin,,Tokelau
ALERT_0006422,2023-08-07 05:47:18.053759,Low,Phishing,0.4,73.7,,63.9,67.3,,,,Cloud Instance,Australia
ALERT_0004170,2023-05-25 03:31:14.481889,Medium,Phishing,,62.5,7.0,68.3,,0.0,,Developer,Endpoint,Australia
ALERT_0003756,2023-05-11 15:35:39.318658,Medium,Malware,3.9,62.3,4.0,79.4,70.1,,,Developer,Web Server,Somalia
ALERT_0005909,2023-07-20 11:07:31.503746,Low,Brute Force,1.0,65.2,2.0,45.6,45.1,2417.0,136.181.98.190,Support,Database,Gambia
ALERT_0005236,2023-06-28 20:50:58.739345,Low,Data Exfiltration,,58.5,,,56.5,,89.52.175.132,Contractor,Database,Tokelau
ALERT_0006619,2023-08-13 21:31:21.293068,Low,Malware,0.0,81.1,3.0,24.2,60.0,0.0,37.194.213.165,,Web Server,France
ALERT_0000085,2023-01-03 15:29:12.500812,Medium,DDoS,3.2,49.1,6.0,60.1,26.3,3746.0,154.126.235.101,,Web Server,Palau
ALERT_0005857,2023-07-18 17:12:24.028485,Low,,1.1,34.7,2.0,10.7,75.8,0.0,63.161.54.197,Developer,Cloud Instance,South Africa
ALERT_0001559,2023-02-25 03:45:36.952093,Medium,,1.9,54.8,1.0,71.6,76.1,7757.0,99.74.193.63,Support,Endpoint,British Virgin Islands
ALERT_0003722,2023-05-10 15:14:35.532575,Medium,Malware,0.6,73.8,4.0,39.2,91.6,1177.0,,Developer,Endpoint,El Salvador
ALERT_0003621,2023-05-07 18:01:53.035090,High,Brute Force,7.9,70.7,18.0,55.0,56.5,3374.0,119.200.199.57,Support,API Gateway,
ALERT_0002628,2023-04-03 09:46:13.860580,Low,DDoS,1.0,67.8,1.0,27.8,48.6,,,,Endpoint,Chile
ALERT_0006583,2023-08-12 17:38:45.493930,Medium,Brute Force,5.2,21.8,5.0,,75.1,,115.146.114.166,Finance,Web Server,British Indian Ocean Territory (Chagos Archipelago)
ALERT_0000419,2023-01-15 18:34:25.046363,Low,Phishing,3.2,58.1,,56.5,73.5,1486.0,172.31.191.27,,API Gateway,Grenada
ALERT_0005609,2023-07-10 19:08:40.266064,Low,Data Exfiltration,,62.0,2.0,,49.8,1138.0,44.221.57.13,,,
ALERT_0001783,2023-03-06 01:38:00.936472,Low,Phishing,3.8,27.9,3.0,11.7,96.4,452.0,,Finance,Web Server,Greece
ALERT_0003249,2023-04-25 00:34:14.226073,Low,Phishing,0.0,85.4,7.0,61.6,71.4,1004.0,,Support,,Jamaica
ALERT_0006679,2023-08-15 22:49:14.112014,Low,Malware,3.8,71.3,1.0,12.9,73.4,1094.0,122.81.139.124,Developer,Web Server,Netherlands
ALERT_0004963,2023-06-19 15:03:57.892058,Low,Brute Force,1.8,49.2,2.0,,41.0,2469.0,,Contractor,Web Server,Nicaragua
ALERT_0007946,2023-09-27 22:56:40.110759,Low,Brute Force,0.0,65.1,2.0,7.6,,306.0,,Contractor,Database,Denmark
ALERT_0000294,2023-01-11 15:39:08.756175,High,Phishing,4.9,63.7,,88.7,95.4,,6.48.126.19,,Cloud Instance,Niue
ALERT_0005849,2023-07-18 09:43:22.764463,Low,Malware,0.0,81.9,1.0,72.2,60.0,150.0,,Developer,API Gateway,Bangladesh
ALERT_0003648,2023-05-08 10:43:58.547783,Low,Malware,0.0,43.1,1.0,39.5,53.8,355.0,,Contractor,Web Server,Mali
ALERT_0007031,2023-08-29 15:33:48.460260,Low,Malware,4.6,87.0,1.0,53.3,62.7,127.0,,Finance,Web Server,
ALERT_0006588,2023-08-12 19:39:51.437288,Low,,1.8,60.0,,43.5,58.1,959.0,,Support,Endpoint,Palestinian Territory
ALERT_0005799,2023-07-16 16:05:10.089957,Medium,Phishing,3.6,61.9,1.0,62.6,48.2,0.0,5.226.203.24,Finance,API Gateway,Guadeloupe
ALERT_0007540,2023-09-14 21:43:35.114920,Low,,2.4,55.4,3.0,18.8,36.2,,164.173.87.190,Developer,Endpoint,Saint Helena
ALERT_0002685,2023-04-04 21:33:03.899137,Low,Malware,2.2,62.3,7.0,68.0,55.0,1028.0,,Support,,Greece
ALERT_0001150,2023-02-10 17:28:34.265263,Low,Phishing,1.1,34.6,1.0,62.3,54.2,,,,Web Server,Greece
ALERT_0001756,2023-03-04 20:49:52.804509,Medium,DDoS,2.9,41.6,9.0,63.3,37.5,784.0,76.232.165.125,,Web Server,Japan
ALERT_0006809,2023-08-20 05:55:31.923971,Medium,Malware,3.7,73.2,5.0,66.1,73.1,0.0,1.57.178.59,Contractor,API Gateway,Uzbekistan
ALERT_0001722,2023-03-03 14:08:38.385590,Low,Malware,1.2,46.9,1.0,0.9,,11.0,,Support,Web Server,Belize
ALERT_0006423,2023-08-07 08:20:26.099848,Low,Phishing,1.5,57.5,,46.7,34.7,926.0,113.50.245.230,,API Gateway,Brunei Darussalam
ALERT_0006051,2023-07-25 19:30:10.945441,Low,Phishing,2.9,48.5,1.0,32.4,65.1,902.0,104.115.52.156,Support,API Gateway,Bouvet Island (Bouvetoya)
ALERT_0002686,2023-04-04 21:33:11.070433,Low,Malware,1.7,78.3,2.0,10.7,40.4,675.0,,Developer,Database,Palau
ALERT_0003528,2023-05-03 22:43:52.339846,Low,DDoS,2.5,72.6,1.0,37.8,59.4,147.0,,Admin,Web Server,Hungary
ALERT_0002572,2023-04-01 02:53:46.460296,Low,Phishing,1.9,69.9,1.0,27.3,49.1,,,,Cloud Instance,China
ALERT_0002349,2023-03-24 06:33:49.702647,Low,Malware,4.2,70.6,,37.9,60.7,264.0,15.42.71.250,Finance,Web Server,
ALERT_0005710,2023-07-13 19:18:26.397183,Low,Brute Force,0.0,38.9,1.0,11.7,,134.0,,Admin,API Gateway,Vietnam
ALERT_0004455,2023-06-03 01:46:19.445316,Medium,Malware,6.6,14.9,,49.2,100.0,817.0,193.78.75.14,Support,Cloud Instance,
ALERT_0002313,2023-03-23 05:11:38.553862,Low,DDoS,0.6,64.6,1.0,,47.1,337.0,164.56.176.61,Admin,,Kyrgyz Republic
ALERT_0007044,2023-08-30 00:28:27.146556,Low,,2.3,74.0,8.0,49.2,59.6,1638.0,,Developer,Endpoint,Australia
ALERT_0007785,2023-09-22 15:27:47.047621,Medium,,2.5,49.0,3.0,46.3,78.5,,120.57.29.233,,Database,Pakistan
ALERT_0005150,2023-06-25 09:18:51.733370,Medium,Phishing,2.4,23.1,,,57.7,2578.0,,Admin,Web Server,Bahrain
ALERT_0006631,2023-08-14 06:35:31.941555,Low,,2.3,72.1,1.0,,100.0,,138.55.8.114,Support,API Gateway,Netherlands Antilles
ALERT_0004103,2023-05-22 14:37:59.846665,Low,,0.6,62.7,1.0,12.5,36.3,0.0,143.22.186.239,Contractor,Cloud Instance,Chile
ALERT_0006813,2023-08-20 10:29:18.849535,Medium,Brute Force,2.3,2.2,,57.7,100.0,2718.0,3.150.54.124,,Cloud Instance,United States of America
ALERT_0004909,2023-06-17 23:25:10.394923,Low,Malware,3.1,66.0,,22.2,88.8,0.0,,Contractor,Endpoint,Serbia
ALERT_0000374,2023-01-13 22:02:46.893623,Low,Brute Force,3.3,95.4,1.0,37.3,29.6,,215.181.61.15,Support,Database,
ALERT_0006280,2023-08-02 08:41:52.190071,Low,,1.7,90.4,4.0,79.4,51.0,513.0,,Support,Web Server,Congo
ALERT_0005784,2023-07-16 01:17:18.525668,Low,,3.4,71.9,1.0,,43.5,802.0,,Finance,Endpoint,Central African Republic
ALERT_0001868,2023-03-08 14:10:48.974734,Low,Brute Force,,69.6,2.0,17.4,42.5,301.0,99.94.150.240,Developer,API Gateway,Jersey
ALERT_0006735,2023-08-17 14:19:50.770664,Low,,,64.5,1.0,36.2,19.4,,39.65.6.153,Admin,Web Server,Nepal
ALERT_0004393,2023-06-01 13:39:47.215319,Low,Brute Force,,62.0,3.0,61.8,73.3,327.0,129.61.102.203,Finance,Endpoint,Australia
ALERT_0005460,2023-07-05 23:38:46.149514,Low,Phishing,2.8,93.1,1.0,37.2,74.6,1367.0,,Contractor,Web Server,
ALERT_0001747,2023-03-04 15:00:07.064343,Low,Malware,0.0,60.5,1.0,23.3,69.5,,,Developer,Web Server,Christmas Island
ALERT_0002442,2023-03-28 00:46:27.240801,Medium,Phishing,6.4,79.0,,55.2,,2070.0,,Finance,Endpoint,Heard Island and McDonald Islands
ALERT_0004787,2023-06-14 04:56:01.259425,Low,,,79.1,1.0,82.0,37.0,418.0,90.196.9.152,Contractor,Database,Dominican Republic
ALERT_0004339,2023-05-30 23:23:44.459852,Low,Phishing,2.8,72.2,3.0,27.3,48.7,0.0,164.250.116.197,Support,Endpoint,
ALERT_0004252,2023-05-28 03:30:25.687773,Low,Phishing,0.6,54.1,5.0,63.3,70.6,591.0,,Support,Database,Iran
ALERT_0002289,2023-03-22 10:56:09.330945,Low,,0.0,59.5,2.0,3.9,61.7,1928.0,,Contractor,,Antigua and Barbuda
ALERT_0003034,2023-04-17 13:31:00.745680,Medium,Phishing,1.1,41.1,6.0,52.8,,0.0,131.74.99.247,Contractor,Database,Tunisia
ALERT_0002639,2023-04-03 18:17:58.173351,Low,Malware,1.0,67.6,1.0,48.4,62.8,439.0,,Contractor,API Gateway,Israel
ALERT_0001394,2023-02-19 13:03:10.712147,Low,,,31.6,1.0,56.0,36.6,797.0,,Finance,Web Server,Uruguay
ALERT_0000813,2023-01-30 19:44:37.096877,Low,,0.0,59.6,1.0,20.5,97.1,2670.0,,Support,API Gateway,Northern Mariana Islands
ALERT_0005061,2023-06-22 11:01:06.448809,Critical,DDoS,6.5,30.9,,95.4,98.0,4031.0,,,API Gateway,Egypt
ALERT_0001859,2023-03-08 09:18:11.900469,Low,Phishing,2.5,74.1,2.0,51.4,,900.0,,Support,Database,Philippines
ALERT_0001870,2023-03-08 15:58:17.178352,Low,Phishing,0.0,43.6,2.0,62.1,49.1,1164.0,,Support,Database,Nepal
ALERT_0006111,2023-07-27 15:05:08.513587,Low,Phishing,1.7,55.8,1.0,25.5,34.6,,107.99.155.169,Support,Web Server,Cameroon
ALERT_0002875,2023-04-11 11:19:29.049925,Low,Phishing,0.2,50.2,3.0,51.1,87.6,801.0,,Support,Database,United States of America
ALERT_0004388,2023-06-01 08:14:26.910545,Low,Phishing,0.0,54.2,5.0,25.4,46.0,741.0,,Admin,API Gateway,Qatar
ALERT_0004770,2023-06-13 11:07:48.126793,Low,Phishing,4.3,20.0,1.0,,29.0,355.0,,Developer,,Nicaragua
ALERT_0006365,2023-08-05 04:26:06.398062,Medium,DDoS,3.7,27.5,4.0,83.1,,418.0,,Admin,Endpoint,Ecuador
ALERT_0007255,2023-09-05 10:06:46.433824,Low,Phishing,4.5,40.7,3.0,70.1,32.6,3231.0,108.24.78.38,Admin,Web Server,Pakistan
ALERT_0002284,2023-03-22 10:28:59.999667,Low,Brute Force,3.7,70.3,1.0,,35.9,131.0,211.51.99.128,Finance,Database,Armenia
ALERT_0001721,2023-03-03 12:08:00.119687,Low,Brute Force,0.0,53.7,,31.4,81.0,3636.0,,Finance,Database,Seychelles
ALERT_0004589,2023-06-07 06:19:57.540798,Low,Brute Force,,68.5,1.0,46.7,50.9,,47.238.152.113,Support,API Gateway,Oman
ALERT_0003533,2023-05-04 02:10:52.251099,Low,Brute Force,3.2,78.7,,31.9,57.9,1632.0,176.130.252.158,,Database,Burundi
ALERT_0007266,2023-09-05 14:15:51.710356,Low,Brute Force,1.6,40.1,2.0,56.9,55.5,1160.0,68.236.112.245,Support,,Brazil
ALERT_0000922,2023-02-03 04:40:45.106864,Medium,Phishing,4.0,32.5,2.0,61.2,76.0,1709.0,126.87.37.100,Finance,Endpoint,
ALERT_0000323,2023-01-12 09:06:44.461371,Medium,Brute Force,5.0,51.9,5.0,72.9,100.0,969.0,64.49.12.252,,Web Server,Chad
ALERT_0007214,2023-09-03 23:17:56.369124,Medium,,7.1,70.3,9.0,28.5,64.2,1742.0,,Developer,Database,Albania
ALERT_0006914,2023-08-24 17:51:28.075915,Low,,0.6,61.6,2.0,15.4,68.1,0.0,,Support,Web Server,Vietnam
ALERT_0006189,2023-07-30 14:30:18.882890,Medium,Data Exfiltration,3.9,44.8,5.0,44.4,68.6,0.0,,Finance,API Gateway,Mozambique
ALERT_0003470,2023-05-02 18:41:46.781730,Medium,Brute Force,2.5,32.5,,,,3070.0,30.83.188.207,Contractor,Web Server,Venezuela
ALERT_0005367,2023-07-03 06:26:37.835082,Low,Brute Force,1.8,79.3,1.0,29.7,68.4,3307.0,7.205.154.245,Finance,Web Server,Azerbaijan
ALERT_0007932,2023-09-27 08:02:03.477299,High,Malware,8.4,42.9,19.0,100.0,,,,,Web Server,Nauru
ALERT_0007659,2023-09-19 09:11:37.745112,Low,Malware,,81.5,1.0,72.1,67.2,733.0,38.133.30.69,Finance,Cloud Instance,Australia
ALERT_0004994,2023-06-20 15:44:31.925074,Low,DDoS,3.7,81.4,4.0,12.8,,225.0,97.163.196.39,Developer,Endpoint,Seychelles
ALERT_0000232,2023-01-08 17:53:27.129150,Low,Phishing,2.3,79.0,1.0,56.5,,1623.0,,Finance,Cloud Instance,Faroe Islands
ALERT_0001942,2023-03-11 09:49:35.276350,Low,Brute Force,1.3,39.4,7.0,69.0,27.3,1686.0,,,Database,Singapore
ALERT_0006881,2023-08-23 13:01:20.680919,Low,Malware,1.2,79.4,,30.4,,2831.0,82.94.112.145,,Database,Equatorial Guinea
ALERT_0007242,2023-09-05 04:11:09.202128,Medium,Malware,,57.7,3.0,76.0,74.4,2053.0,,,Database,Philippines
ALERT_0001080,2023-02-08 20:21:47.091223,Low,Phishing,1.7,74.2,1.0,35.4,43.3,,,,Web Server,Cayman Islands
ALERT_0007980,2023-09-28 23:56:10.710877,Low,DDoS,1.6,89.5,1.0,9.2,63.6,803.0,,,,Algeria
ALERT_0001116,2023-02-09 21:06:39.756557,Low,Malware,0.6,39.2,1.0,23.7,28.8,896.0,,Finance,API Gateway,Saint Vincent and the Grenadines
ALERT_0006094,2023-07-27 01:51:52.834703,Low,Brute Force,0.6,72.3,,35.8,84.1,1232.0,131.55.199.7,Support,Cloud Instance,Jordan
ALERT_0006833,2023-08-21 12:56:48.516535,Low,Data Exfiltration,0.0,25.3,1.0,66.0,58.9,1899.0,164.188.230.203,Developer,Endpoint,Estonia
ALERT_0001468,2023-02-22 17:11:25.835899,Low,,4.1,54.4,6.0,49.1,21.8,0.0,,,Database,Iceland
ALERT_0005769,2023-07-15 07:10:30.653983,Low,Brute Force,2.0,52.5,,88.9,,796.0,76.26.14.212,Admin,Database,Trinidad and Tobago
ALERT_0005715,2023-07-14 00:43:08.932716,Medium,Phishing,6.1,19.9,5.0,41.2,83.0,1250.0,124.226.164.87,Developer,Web Server,Kyrgyz Republic
ALERT_0001579,2023-02-26 10:04:19.795590,Low,Phishing,0.0,66.1,4.0,31.0,48.7,619.0,213.171.131.108,Finance,Database,Greenland
ALERT_0006959,2023-08-26 10:43:21.889099,Low,Phishing,,73.9,5.0,43.4,,,,Support,Web Server,Israel
ALERT_0006862,2023-08-22 21:26:21.843437,Medium,Data Exfiltration,4.6,21.2,7.0,38.3,,1005.0,38.98.102.58,Developer,Cloud Instance,Isle of Man
ALERT_0002127,2023-03-17 11:36:17.204121,Low,Phishing,4.2,53.8,1.0,43.8,50.2,,,Developer,Database,Tuvalu
ALERT_0006203,2023-07-31 04:20:35.797455,Medium,Data Exfiltration,6.2,48.4,5.0,30.4,93.4,2058.0,211.133.8.202,Support,Web Server,Saint Martin
ALERT_0001451,2023-02-22 01:30:42.018986,Low,,0.5,48.3,1.0,56.0,67.2,554.0,14.211.42.103,Support,API Gateway,Malawi
ALERT_0005068,2023-06-22 14:18:11.890916,Low,,0.0,68.8,3.0,49.8,,1508.0,,Support,Database,
ALERT_0003050,2023-04-18 04:07:26.841708,Medium,DDoS,7.2,52.0,,54.7,94.9,2330.0,67.235.10.123,Finance,Endpoint,Dominican Republic
ALERT_0005008,2023-06-21 05:01:28.440228,High,,,35.0,10.0,100.0,96.3,1104.0,178.79.91.219,Finance,,Sao Tome and Principe
ALERT_0005329,2023-07-01 18:56:22.326439,Critical,Phishing,9.7,47.1,21.0,84.7,,6665.0,191.61.238.68,Finance,Web Server,Tuvalu
ALERT_0007602,2023-09-17 04:28:12.158661,Low,Malware,1.3,62.8,3.0,29.4,77.5,1719.0,213.101.181.203,Finance,Database,South Georgia and the South Sandwich Islands
ALERT_0006129,2023-07-28 05:04:49.122511,Low,DDoS,1.9,77.0,1.0,1.3,41.0,723.0,,,Database,Nicaragua
ALERT_0007825,2023-09-23 23:37:02.228177,Low,Brute Force,1.7,70.0,,40.5,13.6,0.0,,Contractor,Web Server,Eritrea
ALERT_0005398,2023-07-04 05:31:00.131351,Low,,0.5,62.8,1.0,97.0,12.8,1834.0,,,Endpoint,
ALERT_0001489,2023-02-23 06:18:49.546527,Low,Phishing,1.9,67.9,5.0,45.1,,906.0,77.145.47.133,Finance,Web Server,Albania
ALERT_0007279,2023-09-05 22:45:54.021860,Medium,Data Exfiltration,3.0,75.1,5.0,82.5,76.8,2005.0,116.226.91.57,Admin,Endpoint,Kyrgyz Republic
ALERT_0005489,2023-07-06 14:25:20.790282,Low,Brute Force,0.0,67.0,2.0,14.5,74.2,352.0,,Developer,Database,Cayman Islands
ALERT_0005275,2023-06-29 23:25:34.825019,Low,DDoS,3.2,50.8,2.0,68.9,,0.0,137.244.147.64,Finance,Web Server,Hungary
ALERT_0007828,2023-09-24 00:42:19.621419,Low,DDoS,3.5,75.6,,66.7,64.1,2071.0,,Support,,Nigeria
ALERT_0005649,2023-07-12 05:44:27.339460,Low,Brute Force,,61.5,1.0,76.1,43.8,1488.0,,Developer,Endpoint,British Indian Ocean Territory (Chagos Archipelago)
ALERT_0002826,2023-04-09 17:31:44.485974,Low,Brute Force,1.1,32.2,4.0,15.5,79.7,583.0,,Contractor,Web Server,Jordan
ALERT_0001515,2023-02-23 20:48:19.130646,Low,Phishing,0.8,64.1,1.0,0.0,27.9,1368.0,,Developer,Database,Tuvalu
ALERT_0000266,2023-01-10 08:53:21.279583,High,,,25.9,14.0,70.7,100.0,5804.0,148.23.150.2,,Web Server,Vanuatu
ALERT_0000001,2023-01-01 00:28:09.365124,Low,Brute Force,,53.8,1.0,45.0,,1426.0,52.125.165.88,,Endpoint,Greenland
ALERT_0001452,2023-02-22 01:50:29.659628,Low,Malware,3.8,42.4,6.0,15.6,84.8,1095.0,33.183.40.163,Developer,Cloud Instance,
ALERT_0003609,2023-05-07 01:15:46.253726,Low,Phishing,0.0,54.8,1.0,55.8,,1016.0,37.161.107.31,Developer,API Gateway,Marshall Islands
ALERT_0004983,2023-06-20 07:46:02.821777,Low,Phishing,3.1,58.3,1.0,14.1,33.7,1306.0,199.95.80.128,Support,Database,
ALERT_0002900,2023-04-12 08:01:30.571322,Medium,Malware,6.0,42.4,,60.2,72.2,626.0,,Developer,Web Server,
ALERT_0007812,2023-09-23 10:57:45.933434,Low,Malware,3.1,87.7,3.0,38.6,57.6,387.0,,Finance,Database,Benin
ALERT_0000839,2023-01-31 19:27:37.644399,Low,,1.6,64.9,1.0,2.6,50.3,0.0,,,Endpoint,French Guiana
ALERT_0000015,2023-01-01 16:01:11.473391,Low,DDoS,3.7,77.7,1.0,29.4,62.4,226.0,77.0.53.154,Support,Database,Jamaica
ALERT_0003919,2023-05-16 21:49:52.805087,Low,,1.0,73.4,1.0,40.0,27.8,0.0,222.205.134.169,Finance,Endpoint,Aruba
ALERT_0004618,2023-06-08 10:52:46.132264,Medium,Brute Force,6.4,61.3,1.0,90.2,,,,Support,Web Server,Canada
ALERT_0007377,2023-09-10 01:32:15.531705,Low,,,69.2,6.0,69.6,68.2,1360.0,,Contractor,Database,
ALERT_0006966,2023-08-27 00:15:31.861099,Low,Malware,0.0,69.9,,55.6,27.2,151.0,,Developer,API Gateway,Senegal
ALERT_0000009,2023-01-01 09:02:18.422583,Low,Malware,3.6,77.4,1.0,67.2,58.9,1542.0,38.21.104.163,Contractor,Web Server,Saint Helena
ALERT_0006505,2023-08-09 20:14:12.296169,Medium,,4.3,25.6,6.0,49.0,,1326.0,173.116.113.238,Admin,API Gateway,
ALERT_0002906,2023-04-12 09:56:51.824673,High,Brute Force,9.5,28.2,,96.7,67.1,49.0,32.185.49.231,Contractor,Endpoint,Guadeloupe
ALERT_0002250,2023-03-21 07:37:10.535489,Low,Phishing,3.2,57.3,1.0,43.5,48.6,3481.0,43.12.107.19,Finance,Database,Barbados
